Sample	Area	Household	Season	Individual	Type	Room	Region	Footage	No_Occupant	Under_18	Cleaning_Week	Cooking_Week	Pets	Floor	Latitude	Longitude	Windows_Winter	Windows_Spring	RelativeHumidity_AM_Winter	RelativeHumidity_PM_Winter	Temp_AM_Winter	Temp_PM_Winter	RelativeHumidity_AM_Spring	RelativeHumidity_PM_Spring	Temp_AM_Spring	Temp_PM_Spring	SurfaceTouchFrequency	SurfaceDeposition
TY3xLFWINT	Left Forearm	Tsing Yi	Winter	Tsing Yi x	Skin	NA	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	NA	NA
TY3xLPWINT	Left Palm	Tsing Yi	Winter	Tsing Yi x	Skin	NA	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	NA	NA
TY3xRFWINT	Right Forearm	Tsing Yi	Winter	Tsing Yi x	Skin	NA	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	NA	NA
TY3xRPWINT	Right Palm	Tsing Yi	Winter	Tsing Yi x	Skin	NA	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	NA	NA
TY3yFOHWINT	Forehead	Tsing Yi	Winter	Tsing Yi y	Skin	NA	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	NA	NA
TY3yLFWINT	Left Forearm	Tsing Yi	Winter	Tsing Yi y	Skin	NA	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	NA	NA
TY3yLPWINT	Left Palm	Tsing Yi	Winter	Tsing Yi y	Skin	NA	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	NA	NA
TY3yRFWINT	Right Forearm	Tsing Yi	Winter	Tsing Yi y	Skin	NA	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	NA	NA
TY3yRPWINT	Right Palm	Tsing Yi	Winter	Tsing Yi y	Skin	NA	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	NA	NA
TY3zFOHWINT	Forehead	Tsing Yi	Winter	Tsing Yi z	Skin	NA	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	NA	NA
TY3zLFWINT	Left Forearm	Tsing Yi	Winter	Tsing Yi z	Skin	NA	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	NA	NA
TY3zLPWINT	Left Palm	Tsing Yi	Winter	Tsing Yi z	Skin	NA	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	NA	NA
TY3zRFWINT	Right Forearm	Tsing Yi	Winter	Tsing Yi z	Skin	NA	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	NA	NA
TY3zRPWINT	Right Palm	Tsing Yi	Winter	Tsing Yi z	Skin	NA	Kowloon	630	5	3	7	18	No Pet	Wood	22.352595	114.109612	Open	Closed	64.5	72.9	17.8	17.7	86.2	87.4	25.5	25	NA	NA
WKS1BRWINT	Bedroom	Wu Kai Sha	Winter	NA	Air	Bedroom	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS1KCWINT	Kitchen	Wu Kai Sha	Winter	NA	Air	Kitchen	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS1LRWINT	Living Room	Wu Kai Sha	Winter	NA	Air	Living Room	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS1TLWINT	Toilet	Wu Kai Sha	Winter	NA	Air	Bathroom	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS2BHBWINT	Bed Headboard	Wu Kai Sha	Winter	NA	Surface	Bedroom	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	High	Low
WKS2BLKWINT	Blanket	Wu Kai Sha	Winter	NA	Surface	Bedroom	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	High	High
WKS2FDSWINT	Fridge Door Seal	Wu Kai Sha	Winter	NA	Surface	Kitchen	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	Low	Low
WKS2KVTWINT	Kitchen Ventilator	Wu Kai Sha	Winter	NA	Surface	Kitchen	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	Low	High
WKS2RMCWINT	Remote Control	Wu Kai Sha	Winter	NA	Surface	Living Room	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	High	Low
WKS2SCRWINT	TV Screen	Wu Kai Sha	Winter	NA	Surface	Living Room	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	Low	High
WKS2SWCWINT	Shower Curtain	Wu Kai Sha	Winter	NA	Surface	Bathroom	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	High	Low
WKS2TFBWINT	Toilet Flush Button	Wu Kai Sha	Winter	NA	Surface	Bathroom	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	High	Low
WKS3uFOHWINT	Forehead	Wu Kai Sha	Winter	Wu Kai Sha u	Skin	NA	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS3uLFWINT	Left Forearm	Wu Kai Sha	Winter	Wu Kai Sha u	Skin	NA	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS3uLPWINT	Left Palm	Wu Kai Sha	Winter	Wu Kai Sha u	Skin	NA	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS3uRFWINT	Right Forearm	Wu Kai Sha	Winter	Wu Kai Sha u	Skin	NA	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS3uRPWINT	Right Palm	Wu Kai Sha	Winter	Wu Kai Sha u	Skin	NA	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS3vFOHWINT	Forehead	Wu Kai Sha	Winter	Wu Kai Sha v	Skin	NA	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS3vLFWINT	Left Forearm	Wu Kai Sha	Winter	Wu Kai Sha v	Skin	NA	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS3vLPWINT	Left Palm	Wu Kai Sha	Winter	Wu Kai Sha v	Skin	NA	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS3vRFWINT	Right Forearm	Wu Kai Sha	Winter	Wu Kai Sha v	Skin	NA	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS3vRPWINT	Right Palm	Wu Kai Sha	Winter	Wu Kai Sha v	Skin	NA	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS3wFOHWINT	Forehead	Wu Kai Sha	Winter	Wu Kai Sha w	Skin	NA	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS3wLFWINT	Left Forearm	Wu Kai Sha	Winter	Wu Kai Sha w	Skin	NA	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS3wLPWINT	Left Palm	Wu Kai Sha	Winter	Wu Kai Sha w	Skin	NA	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS3wRFWINT	Right Forearm	Wu Kai Sha	Winter	Wu Kai Sha w	Skin	NA	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS3wRPWINT	Right Palm	Wu Kai Sha	Winter	Wu Kai Sha w	Skin	NA	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS3xFOHWINT	Forehead	Wu Kai Sha	Winter	Wu Kai Sha x	Skin	NA	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS3xLFWINT	Left Forearm	Wu Kai Sha	Winter	Wu Kai Sha x	Skin	NA	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS3xLPWINT	Left Palm	Wu Kai Sha	Winter	Wu Kai Sha x	Skin	NA	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS3xRFWINT	Right Forearm	Wu Kai Sha	Winter	Wu Kai Sha x	Skin	NA	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS3xRPWINT	Right Palm	Wu Kai Sha	Winter	Wu Kai Sha x	Skin	NA	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS3yFOHWINT	Forehead	Wu Kai Sha	Winter	Wu Kai Sha y	Skin	NA	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS3yLFWINT	Left Forearm	Wu Kai Sha	Winter	Wu Kai Sha y	Skin	NA	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS3yLPWINT	Left Palm	Wu Kai Sha	Winter	Wu Kai Sha y	Skin	NA	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS3yRFWINT	Right Forearm	Wu Kai Sha	Winter	Wu Kai Sha y	Skin	NA	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WKS3yRPWINT	Right Palm	Wu Kai Sha	Winter	Wu Kai Sha y	Skin	NA	New Territories	450	6	2	7	21	No Pet	Wood	22.426612	114.24147	Closed	Open	59.1	57	18.5	18.8	82.7	80.8	26.3	27.3	NA	NA
WTS1BRWINT	Bedroom	Wong Tai Sin	Winter	NA	Air	Bedroom	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	NA	NA
WTS1KCWINT	Kitchen	Wong Tai Sin	Winter	NA	Air	Kitchen	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	NA	NA
WTS1LRWINT	Living Room	Wong Tai Sin	Winter	NA	Air	Living Room	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	NA	NA
WTS1TLWINT	Toilet	Wong Tai Sin	Winter	NA	Air	Bathroom	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	NA	NA
WTS2BHBWINT	Bed Headboard	Wong Tai Sin	Winter	NA	Surface	Bedroom	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	High	Low
WTS2BLKWINT	Blanket	Wong Tai Sin	Winter	NA	Surface	Bedroom	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	High	High
WTS2FDSWINT	Fridge Door Seal	Wong Tai Sin	Winter	NA	Surface	Kitchen	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	Low	Low
WTS2KVTWINT	Kitchen Ventilator	Wong Tai Sin	Winter	NA	Surface	Kitchen	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	Low	High
WTS2RMCWINT	Remote Control	Wong Tai Sin	Winter	NA	Surface	Living Room	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	High	Low
WTS2SCRWINT	TV Screen	Wong Tai Sin	Winter	NA	Surface	Living Room	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	Low	High
WTS2SWCWINT	Shower Curtain	Wong Tai Sin	Winter	NA	Surface	Bathroom	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	High	Low
WTS2TFBWINT	Toilet Flush Button	Wong Tai Sin	Winter	NA	Surface	Bathroom	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	High	Low
WTS3vFOHWINT	Forehead	Wong Tai Sin	Winter	Wong Tai Sin v	Skin	NA	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	NA	NA
WTS3vLFWINT	Left Forearm	Wong Tai Sin	Winter	Wong Tai Sin v	Skin	NA	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	NA	NA
WTS3vLPWINT	Left Palm	Wong Tai Sin	Winter	Wong Tai Sin v	Skin	NA	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	NA	NA
WTS3vRFWINT	Right Forearm	Wong Tai Sin	Winter	Wong Tai Sin v	Skin	NA	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	NA	NA
WTS3vRPWINT	Right Palm	Wong Tai Sin	Winter	Wong Tai Sin v	Skin	NA	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	NA	NA
WTS3wFOHWINT	Forehead	Wong Tai Sin	Winter	Wong Tai Sin w	Skin	NA	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	NA	NA
WTS3wLFWINT	Left Forearm	Wong Tai Sin	Winter	Wong Tai Sin w	Skin	NA	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	NA	NA
WTS3wLPWINT	Left Palm	Wong Tai Sin	Winter	Wong Tai Sin w	Skin	NA	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	NA	NA
WTS3wRFWINT	Right Forearm	Wong Tai Sin	Winter	Wong Tai Sin w	Skin	NA	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	NA	NA
WTS3wRPWINT	Right Palm	Wong Tai Sin	Winter	Wong Tai Sin w	Skin	NA	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	NA	NA
WTS3yFOHWINT	Forehead	Wong Tai Sin	Winter	Wong Tai Sin y	Skin	NA	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	NA	NA
WTS3yLFWINT	Left Forearm	Wong Tai Sin	Winter	Wong Tai Sin y	Skin	NA	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	NA	NA
WTS3yLPWINT	Left Palm	Wong Tai Sin	Winter	Wong Tai Sin y	Skin	NA	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	NA	NA
WTS3yRFWINT	Right Forearm	Wong Tai Sin	Winter	Wong Tai Sin y	Skin	NA	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	NA	NA
WTS3yRPWINT	Right Palm	Wong Tai Sin	Winter	Wong Tai Sin y	Skin	NA	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	NA	NA
WTS3zFOHWINT	Forehead	Wong Tai Sin	Winter	Wong Tai Sin z	Skin	NA	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	NA	NA
WTS3zLFWINT	Left Forearm	Wong Tai Sin	Winter	Wong Tai Sin z	Skin	NA	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	NA	NA
WTS3zLPWINT	Left Palm	Wong Tai Sin	Winter	Wong Tai Sin z	Skin	NA	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	NA	NA
WTS3zRFWINT	Right Forearm	Wong Tai Sin	Winter	Wong Tai Sin z	Skin	NA	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	NA	NA
WTS3zRPWINT	Right Palm	Wong Tai Sin	Winter	Wong Tai Sin z	Skin	NA	Kowloon	450	5	0	7	14	No Pet	Tile	22.343038	114.190913	Open	Open	66.9	64	17.4	19	75.2	71.8	24.3	26.1	NA	NA
